version_uri,date,author_ar,author_lat,book,title_ar,title_lat,ed_info,id,status,tok_length,local_path,tags,author_from_uri,author_lat_shuhra,author_lat_full_name,char_length,author_uri
0750Anonymous.SirajZulma.GVDB20200219-ara1,750,,Anonymous,0750Anonymous.SirajZulma,سراج الظلمة في شرح حقوق أهل الذمة,Sirāǧ al-ẓulmaŧ fī šarḥ ḥuqūq ahl al-ḏimmaŧ,Manuscript,GVDB20200219,pri,2573.0,https://raw.githubusercontent.com/OpenITI/0750AH/master/data/0750Anonymous/0750Anonymous.SirajZulma/0750Anonymous.SirajZulma.GVDB20200219-ara1.completed,COMPLETED ::  :: ASSESSMENT_NEEDED,Anonymous,,,10708.0,0750Anonymous
0750Anonymous.TawarikhMulukIslam.GVDB20200615-ara1,750,,Anonymous,0750Anonymous.TawarikhMulukIslam,تواريخ ملوك الإسلام,Tawārīḫ mulūk al-islām,Manuscript,GVDB20200615,pri,1848.0,https://raw.githubusercontent.com/OpenITI/0750AH/master/data/0750Anonymous/0750Anonymous.TawarikhMulukIslam/0750Anonymous.TawarikhMulukIslam.GVDB20200615-ara1.mARkdown,MARKDOWN ::  :: ASSESSMENT_NEEDED,Anonymous,,,8294.0,0750Anonymous
0761JamalDinIbnHisham.SharhQatrNada.JK000007-ara1,761,أبو محمد عبد الله جمال الدين بن هشام الأنصاري :: ابن هشام,Jamal Din Ibn Hisham,0761JamalDinIbnHisham.SharhQatrNada,شرح قطر الندى وبل الصدى :: شرح قطر الندى,Sharh Qatr Nada,محمد محيى الدين عبد الحميد :: القاهرة :: 1383,JK000007,pri,37678.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0761JamalDinIbnHisham/0761JamalDinIbnHisham.SharhQatrNada/0761JamalDinIbnHisham.SharhQatrNada.JK000007-ara1,CENT0800 :: _MAJMUCAT :: _NAHW :: _SARF :: GAL@literature-islamic :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@philology :: GAL@egypt :: GAL@syria :: JK@الكتب الجامعة :: JK@الكتب الجامعة للمسائل النحوية والصرفية :: JK@كتب النحو والصرف,Jamal Din Ibn Hisham,,,157858.0,0761JamalDinIbnHisham
0751IbnQayyimJawziyya.JawabFiSiyaghHamd.JK000059-ara1,751,ابن القيم :: محمد بن أبي بكر أيوب الزرعي أبو عبد الله,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.JawabFiSiyaghHamd,جواب في صيغ الحمد :: صيغ الحمد,Jawab Fi Siyagh Hamd,محمد بن إبراهيم السعران :: الرياض :: 1415 :: دار العاصمة,JK000059,pri,4351.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.JawabFiSiyaghHamd/0751IbnQayyimJawziyya.JawabFiSiyaghHamd.JK000059-ara1,CENT0800 :: _AKHLAQ :: _IBNQAYYIM :: _SULUK :: _TAZKIYA :: GAL@nodata :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم في التزكية والسلوك,Ibn Qayyim Jawziyya,,,17184.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.Fawaid.JK000060-ara1,751,ابن القيم :: أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد الزرعي الدمشقي,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.Fawaid,الفوائد,Fawaid,بيروت :: 1393 - 1973 :: دار الكتب العلمية,JK000060,pri,55356.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.Fawaid/0751IbnQayyimJawziyya.Fawaid.JK000060-ara1,CENT0800 :: _AKHLAQ :: _IBNQAYYIM :: _QISAS :: _SULUK :: _TARAIF :: _TAZKIYA :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@الطرائف والقصص :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم :: JK@مجموعة ابن القيم في التزكية والسلوك,Ibn Qayyim Jawziyya,,,238278.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.HadiArwah.JK000083-ara1,751,ابن القيم :: محمد بن أبي بكر أيوب الزرعي أبو عبد الله,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.HadiArwah,حادي الأرواح إلى بلاد الأفراح :: حادي الأرواح,Hadi Arwah,بيروت :: دار الكتب العلمية,JK000083,pri,110194.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.HadiArwah/0751IbnQayyimJawziyya.HadiArwah.JK000083-ara1,CENT0800 :: _AKHLAQ :: _IBNQAYYIM :: _SULUK :: _TAZKIYA :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم :: JK@مجموعة ابن القيم في التزكية والسلوك,Ibn Qayyim Jawziyya,,,431914.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya.JK000093-ara1,751,ابن القيم :: محمد بن أبي بكر أيوب الزرعي أبو عبد الله,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya,مؤلفات ابن تيمية :: أسماء مؤلفات شيخ الإسلام ابن تيمية,Asma Muallafat Ibn Taymiya,د. صلاح الدين المنجد :: بيروت :: 1403 - 1983 :: دار الكتاب الجديد,JK000093,pri,3028.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya/0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya.JK000093-ara1,CENT0800 :: _FAHARIS :: _IBNTAYMIYYA :: _KUTUB :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب التعريف بالكتب ( الببلوجرافيا ),Ibn Qayyim Jawziyya,,,13049.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.NaqdManqul.JK000096-ara1,751,ابن القيم :: أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد الزرعي الدمشقي,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.NaqdManqul,نقد المنقول :: نقد المنقول والمحك المميز بين المردود والمقبول,Naqd Manqul,حسن السماعي سويدان :: بيروت :: 1411 - 1990 :: دار القادري,JK000096,pri,9439.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.NaqdManqul/0751IbnQayyimJawziyya.NaqdManqul.JK000096-ara1,CENT0800 :: _AHKAM :: _CILAL :: _DACIF :: _HADITH :: _MAWDUC :: GAL@nodata :: JK@العلل :: JK@كتب الأحاديث الضعيفة والموضوعة :: JK@كتب العلل والأحكام,Ibn Qayyim Jawziyya,,,38389.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.Salat.JK000099-ara1,751,ابن القيم :: أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد الزرعي الدمشقي,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.Salat,الصلاة وحكم تاركها وسياق صلاة النبي من حين كان يكبر إلى أن يفرغ منها :: الصلاة وحكم تاركها,Salat,بسام عبد الوهاب الجابي :: قبرص - بيروت :: 1416 - 1996 :: الجفان والجابي - دار ابن حزم,JK000099,pri,47504.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.Salat/0751IbnQayyimJawziyya.Salat.JK000099-ara1,CENT0800 :: _FIQH :: _MASAIL :: _USUL :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الفقه الإسلامي :: JK@مسائل فقهية :: JK@مسائل فقهية وأصولية,Ibn Qayyim Jawziyya,,,196454.0,0751IbnQayyimJawziyya
0751IbnQayyimJawziyya.SawaciqMursala.JK000101-ara1,751,ابن القيم :: أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد الزرعي الدمشقي,Ibn Qayyim Jawziyya,0751IbnQayyimJawziyya.SawaciqMursala,الصواعق المرسلة على الجهمية والمعطلة :: الصواعق المرسلة,Sawaciq Mursala,د. علي بن محمد الدخيل الله :: الرياض :: 1418 - 1998 :: دار العاصمة,JK000101,pri,188272.0,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.SawaciqMursala/0751IbnQayyimJawziyya.SawaciqMursala.JK000101-ara1,CENT0800 :: _CAQAID :: _IBNQAYYIM :: _MILAL :: _RUDUD :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الردود :: JK@كتب العقائد والملل,Ibn Qayyim Jawziyya,,,813487.0,0751IbnQayyimJawziyya
