version_uri	date	author_ar	author_lat	book	title_ar	title_lat	ed_info	id	status	tok_length	local_path	tags	author_from_uri	author_lat_shuhra	author_lat_full_name	char_length
0001CamrIbnQumaya.Diwan.JK007523-ara1	0001	عمرو بن قميئة	Camr Ibn Qumaya	0001CamrIbnQumaya.Diwan	ديوان عمرو بن قميئة	Diwan		JK007523	pri	2219	../data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.JK007523-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Camr Ibn Qumaya			9367
0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1	0001	عمرو بن قميئة بن سعد بن مالك :: عمرو بن قميئة	Camr Ibn Qumaya	0001CamrIbnQumaya.Diwan	ديوان عمرو بن قميئة :: ديوان عمرو بن قميئة 	Diwan		ShamAY0037903	sec	2218	../data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Camr Ibn Qumaya			9367
0001CantaraIbnShaddad.Diwan.JK007526-ara1	0001	عنترة بن شداد	Cantara Ibn Shaddad	0001CantaraIbnShaddad.Diwan	ديوان عنترة بن شداد	Diwan		JK007526	pri	16662	../data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.JK007526-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Cantara Ibn Shaddad			69951
0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2	0001	ʿAntarah ibn Shaddād :: عنترة بن شدّاد	Cantara Ibn Shaddad	0001CantaraIbnShaddad.Diwan		Diwan	https://www.worldcat.org/nl/title/1088803462 :: جيمس مونتغنري :: James E. Montgomery :: New York University Press	LAL2018100901	sec	5619	../data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PAGINATION	Cantara Ibn Shaddad			23774
0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1	0001	عنترة بن شداد :: عنترة بن شداد بن عمرو بن معاوية بن قراد العبسي. أشهر فرسان العرب في الجاهلية المتوفى سنة (22 ق. ه / 601 م)	Cantara Ibn Shaddad	0001CantaraIbnShaddad.Diwan	ديوان عنترة بن شداد :: ديوان عنترة بن شداد 	Diwan		ShamAY0037906	sec	28963	../data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Cantara Ibn Shaddad			122272
0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1	0001	عنترة بن شداد	Cantara Ibn Shaddad	0001CantaraIbnShaddad.Mucallaqa	معلقة عنترة	Mucallaqa		ShamAY0038527	pri	653	../data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa/0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Cantara Ibn Shaddad			2793
0001CurwaIbnWard.Diwan.JK007521-ara1	0001	عروة بن الورد	Curwa Ibn Ward	0001CurwaIbnWard.Diwan	ديوان عروة بن الورد	Diwan		JK007521	pri	2390	../data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.JK007521-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Curwa Ibn Ward			9800
0001CurwaIbnWard.Diwan.ShamAY0037959-ara1	0001	عروة بن الورد :: عروة بن الورد بن زيد العبسي، من غطفان من شعراء الجاهلية	Curwa Ibn Ward	0001CurwaIbnWard.Diwan	ديوان عروة بن الورد  :: ديوان عروة بن الورد	Diwan		ShamAY0037959	sec	2390	../data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.ShamAY0037959-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Curwa Ibn Ward			9800
0001HajibIbnMudallil.Diwan.JK007515-ara1	0001	حاجب بن حبيب	Hajib Ibn Mudallil	0001HajibIbnMudallil.Diwan	ديوان حاجب بن حبيب	Diwan		JK007515	pri	205	../data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan/0001HajibIbnMudallil.Diwan.JK007515-ara1	_SHICR_JAHILI :: _SHICR :: GAL@nodata :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Hajib Ibn Mudallil			868
0001HarithIbnHilliza.Diwan.JK007505-ara1	0001	الحارث بن حلزة	Harith Ibn Hilliza	0001HarithIbnHilliza.Diwan	ديوان الحارث بن حلزة	Diwan		JK007505	pri	1594	../data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.JK007505-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Harith Ibn Hilliza			6526
0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1	0001	الحارث بن حلزة :: الحارث بن حلزة اليشكري	Harith Ibn Hilliza	0001HarithIbnHilliza.Diwan	ديوان الحارث بن حلزة :: ديوان الحارث بن حلزة 	Diwan		ShamAY0037848	sec	1590	../data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Harith Ibn Hilliza			6526
0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1	0001	الحارث بن حلزة اليشكري	Harith Ibn Hilliza	0001HarithIbnHilliza.Mucallaqa	معلقة الحارث اليشكري	Mucallaqa		ShamAY0038524	pri	771	../data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa/0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Harith Ibn Hilliza			3048
0001HatimTai.Diwan.JK007514-ara1	0001	حاتم الطائي	Hatim Tai	0001HatimTai.Diwan	ديوان حاتم الطائي	Diwan		JK007514	pri	3790	../data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.JK007514-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Hatim Tai			15615
0001HatimTai.Diwan.ShamAY0037913-ara1	0001	حاتم بن عبد الله بن سعد بن الحشرج بن أمرئ القيس :: حاتم الطائي	Hatim Tai	0001HatimTai.Diwan	ديوان حاتم الطائي :: ديوان حاتم الطائي 	Diwan		ShamAY0037913	sec	3789	../data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.ShamAY0037913-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Hatim Tai			15615
0001ImruQaysIbnHujr.Diwan.JK007512-ara1	0001	امرؤ القيس	Imru Qays Ibn Hujr	0001ImruQaysIbnHujr.Diwan	ديوان امرؤ القيس	Diwan		JK007512	pri	5437	../data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.JK007512-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: Shamela@الأدب والبلاغة :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Imru Qays Ibn Hujr			22787
0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1	0001	امرؤ القيس بن حجر بن الحارث الكندي، من بني آكل المرار (المتوفى: 545 م)	Imru Qays Ibn Hujr	0001ImruQaysIbnHujr.Diwan	ديوان امرئ القيس	Diwan	دار المعرفة - بيروت	Shamela0027112	sec	21075	../data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: Shamela@الأدب والبلاغة :: born@JaziratArab_RE	Imru Qays Ibn Hujr			91048
0001LaqitIbnYacmur.Diwan.JK007528-ara1	0001	لقيط بن يعمر الإيادي	Laqit Ibn Yacmur	0001LaqitIbnYacmur.Diwan	ديوان لقيط بن يعمر الإيادي	Diwan		JK007528	pri	629	../data/0001LaqitIbnYacmur/0001LaqitIbnYacmur.Diwan/0001LaqitIbnYacmur.Diwan.JK007528-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Laqit Ibn Yacmur			2564
0001LaqitIbnYacmur.Diwan.ShamAY0037835-ara1	0001	لقيط بن يعمر الإيادي	Laqit Ibn Yacmur	0001LaqitIbnYacmur.Diwan	ديوان لقيط بن يعمر الإيادي	Diwan		ShamAY0037835	sec	629	../data/0001LaqitIbnYacmur/0001LaqitIbnYacmur.Diwan/0001LaqitIbnYacmur.Diwan.ShamAY0037835-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Laqit Ibn Yacmur			2564
0001MuhalhilIbnRabica.Diwan.JK007529-ara1	0001	مهلهل بن ربيعة	Muhalhil Ibn Rabica	0001MuhalhilIbnRabica.Diwan	ديوان مهلهل بن ربيعة	Diwan		JK007529	pri	3525	../data/0001MuhalhilIbnRabica/0001MuhalhilIbnRabica.Diwan/0001MuhalhilIbnRabica.Diwan.JK007529-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Muhalhil Ibn Rabica			14072
0001MuhalhilIbnRabica.Diwan.ShamAY0037862-ara1	0001	مهلهل بن ربيعة :: عدي بن ربيعة بن الحارث بن مرة بن هبيرة التغلبي الوائلي. بني جشم، من تغلب (توفي 94 ق. ه/531 م).	Muhalhil Ibn Rabica	0001MuhalhilIbnRabica.Diwan	ديوان مهلهل بن ربيعة  :: ديوان مهلهل بن ربيعة	Diwan		ShamAY0037862	sec	3392	../data/0001MuhalhilIbnRabica/0001MuhalhilIbnRabica.Diwan/0001MuhalhilIbnRabica.Diwan.ShamAY0037862-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Muhalhil Ibn Rabica			14072
0001MuthaqqibCabdi.Diwan.JK007510-ara1	0001	المثقب العبدي	Muthaqqib Cabdi	0001MuthaqqibCabdi.Diwan	ديوان المثقب العبدي	Diwan		JK007510	pri	1468	../data/0001MuthaqqibCabdi/0001MuthaqqibCabdi.Diwan/0001MuthaqqibCabdi.Diwan.JK007510-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Muthaqqib Cabdi			6314
0001MuthaqqibCabdi.Diwan.ShamAY0037895-ara1	0001	المثقب العبدي :: العائذ بن محصن بن ثعلبة	Muthaqqib Cabdi	0001MuthaqqibCabdi.Diwan	ديوان المثقب العبدي	Diwan		ShamAY0037895	sec	1467	../data/0001MuthaqqibCabdi/0001MuthaqqibCabdi.Diwan/0001MuthaqqibCabdi.Diwan.ShamAY0037895-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Muthaqqib Cabdi			6314
0001NabighaDhubyani.Diwan.JK007511-ara1	0001	النابغة الذبياني	Nabigha Dhubyani	0001NabighaDhubyani.Diwan	ديوان النابغة الذبياني	Diwan		JK007511	pri	6935	../data/0001NabighaDhubyani/0001NabighaDhubyani.Diwan/0001NabighaDhubyani.Diwan.JK007511-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Nabigha Dhubyani			28594
0001NabighaDhubyani.Diwan.ShamAY0037896-ara1	0001	النابغة الذبياني :: هو زياد بن معاوية بن ضباب بن جابر بن يربوع بن مرة بن عوف بن سعد، الذبياني، الغطفاني (605 م)	Nabigha Dhubyani	0001NabighaDhubyani.Diwan	ديوان النابغة الذبياني  :: ديوان النابغة الذبياني	Diwan		ShamAY0037896	sec	6791	../data/0001NabighaDhubyani/0001NabighaDhubyani.Diwan/0001NabighaDhubyani.Diwan.ShamAY0037896-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Nabigha Dhubyani			28594
0001QaysIbnKhatim.Diwan.JK007527-ara1	0001	قيس بن الخطيم	Qays Ibn Khatim	0001QaysIbnKhatim.Diwan	ديوان قيس بن الخطيم	Diwan		JK007527	pri	3083	../data/0001QaysIbnKhatim/0001QaysIbnKhatim.Diwan/0001QaysIbnKhatim.Diwan.JK007527-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Qays Ibn Khatim			13034
0001QaysIbnKhatim.Diwan.ShamAY0037907-ara1	0001	قيس بن الخطيم	Qays Ibn Khatim	0001QaysIbnKhatim.Diwan	ديوان قيس بن الخطيم :: ديوان قيس بن الخطيم 	Diwan		ShamAY0037907	sec	3087	../data/0001QaysIbnKhatim/0001QaysIbnKhatim.Diwan/0001QaysIbnKhatim.Diwan.ShamAY0037907-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Qays Ibn Khatim			13053
0001Quran.Mushaf.QuranAnalysis001-ara1	0001		Quran	0001Quran.Mushaf	القران :: المصحف	al-Qurān :: al-Muṣḥaf	https://qurananalysis.com/analysis/full-quran-text.php	QuranAnalysis001	pri	77912	../data/0001Quran/0001Quran.Mushaf/0001Quran.Mushaf.QuranAnalysis001-ara1.mARkdown	GAL@literature-arabic :: _QURAN :: GAL@quran :: GAL@literature-national :: GAL@period-muhammad :: Shia@القرآن الكريم :: born@JaziratArab_RE :: NO_MAJOR_ISSUES :: PRIMARY_VERSION :: CLEANED_VERSION :: MARKDOWN	Quran			331365
0001Quran.Mushaf.Shia000001-ara1	0001	كتاب الله تبارك وتعالى	Quran	0001Quran.Mushaf	القران :: المصحف	al-Qurān :: al-Muṣḥaf		Shia000001	sec	78245	../data/0001Quran/0001Quran.Mushaf/0001Quran.Mushaf.Shia000001-ara1.mARkdown	GAL@literature-arabic :: _QURAN :: GAL@quran :: GAL@literature-national :: GAL@period-muhammad :: Shia@القرآن الكريم :: born@JaziratArab_RE :: NO_MAJOR_ISSUES :: MARKDOWN	Quran			332837
0001Quran.Mushaf.Tanzil001-ara1	0001		Quran	0001Quran.Mushaf	القران :: المصحف	al-Qurān :: al-Muṣḥaf		Tanzil001	sec	78248	../data/0001Quran/0001Quran.Mushaf/0001Quran.Mushaf.Tanzil001-ara1.mARkdown	GAL@literature-arabic :: _QURAN :: GAL@quran :: GAL@literature-national :: GAL@period-muhammad :: Shia@القرآن الكريم :: born@JaziratArab_RE :: NO_MAJOR_ISSUES :: MARKDOWN	Quran			332837
0001SalamaIbnJandal.Diwan.JK007517-ara1	0001	سلامة بن جندل	Salama Ibn Jandal	0001SalamaIbnJandal.Diwan	ديوان سلامة بن جندل	Diwan		JK007517	pri	2047	../data/0001SalamaIbnJandal/0001SalamaIbnJandal.Diwan/0001SalamaIbnJandal.Diwan.JK007517-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Salama Ibn Jandal			8661
0001SalamaIbnJandal.Diwan.ShamAY0037950-ara1	0001	أبو مالك سلامه بن جندل بن عمرو التميمى نحو 33 ق. ه :: سلامة بن جندل	Salama Ibn Jandal	0001SalamaIbnJandal.Diwan	ديوان سلامة بن جندل :: ديوان سلامة بن جندل 	Diwan		ShamAY0037950	sec	2047	../data/0001SalamaIbnJandal/0001SalamaIbnJandal.Diwan/0001SalamaIbnJandal.Diwan.ShamAY0037950-ara1	GAL@literature-national :: GAL@literature-arabic :: _SHICR_JAHILI :: _SHICR :: GAL@period-premuhammad :: JK@جاهلي :: JK@دواوين الشعر العربي :: ShamAY@الدواوين الشعرية - مرقم آليا :: born@JaziratArab_RE	Salama Ibn Jandal			8661
0001SamawalIbnCadiya.Diwan.JK007508-ara1	0001	السموأل	Samawal Ibn Cadiya	0001SamawalIbnCadiya.Diwan	ديوان السموأل	Diwan		JK007508	pri	987	../data/0001SamawalIbnCadiya/0001SamawalIbnCadiya.Diwan/0001SamawalIbnCadiya.Diwan.JK007508-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Samawal Ibn Cadiya			3896
0001SamawalIbnCadiya.Diwan.ShamAY0037887-ara1	0001	السموأل بن غريض بن عادياء الأزدي :: السموأل بن غريض	Samawal Ibn Cadiya	0001SamawalIbnCadiya.Diwan	ديوان السموأل :: ديوان السموأل 	Diwan		ShamAY0037887	sec	984	../data/0001SamawalIbnCadiya/0001SamawalIbnCadiya.Diwan/0001SamawalIbnCadiya.Diwan.ShamAY0037887-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Samawal Ibn Cadiya			3896
0001Shanfara.Diwan.JK007509-ara1	0001	الشنفرى	Shanfara	0001Shanfara.Diwan	ديوان الشنفرى	Diwan		JK007509	sec	703	../data/0001Shanfara/0001Shanfara.Diwan/0001Shanfara.Diwan.JK007509-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE	Shanfara			2933
0001Shanfara.Diwan.ShamAY0037893-ara1	0001	الشنفري :: عمرو بن مالك الأزدي توفي في عام 70 قبل الهجرة	Shanfara	0001Shanfara.Diwan	ديوان الشنفرى  :: ديوان الشنفرى	Diwan		ShamAY0037893	pri	2161	../data/0001Shanfara/0001Shanfara.Diwan/0001Shanfara.Diwan.ShamAY0037893-ara1	ShamAY@الدواوين الشعرية - مرقم آليا :: JK@جاهلي :: JK@دواوين الشعر العربي :: born@JaziratArab_RE :: PRIMARY_VERSION :: CLEANED_VERSION	Shanfara			8889
